Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate_position,Platform,ReleaseDate,create_date,version,sample_identity,Sample Name,source_name,SRA Study
SRR9659988,RNA-Seq,74,121779982,PRJNA553537,SAMN12237567,47000379,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420797,GSM3933777,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S58,GSM3933777,MCF7,SRP213890
SRR9659989,RNA-Seq,74,133280844,PRJNA553537,SAMN12237565,51495647,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420798,GSM3933778,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S59,GSM3933778,MCF7,SRP213890
SRR9659990,RNA-Seq,74,85505758,PRJNA553537,SAMN12237564,33129820,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420799,GSM3933779,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S60,GSM3933779,MCF7,SRP213890
SRR9659991,RNA-Seq,74,77376421,PRJNA553537,SAMN12237563,29776404,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420800,GSM3933780,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S79,GSM3933780,MCF7,SRP213890
SRR9659992,RNA-Seq,73,5920874,PRJNA553537,SAMN12237279,2379620,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420801,GSM3933781,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S80,GSM3933781,MCF7,SRP213890
SRR9659993,RNA-Seq,74,84610532,PRJNA553537,SAMN12237278,32933188,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420802,GSM3933782,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S81,GSM3933782,MCF7,SRP213890
SRR9659994,RNA-Seq,74,106407618,PRJNA553537,SAMN12237562,41195956,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420803,GSM3933783,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S103,GSM3933783,MCF7,SRP213890
SRR9659995,RNA-Seq,74,137982533,PRJNA553537,SAMN12237561,53040261,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420804,GSM3933784,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S130,GSM3933784,MCF7,SRP213890
SRR9659996,RNA-Seq,74,144755104,PRJNA553537,SAMN12237281,55921558,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420805,GSM3933785,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S131,GSM3933785,MCF7,SRP213890
SRR9659997,RNA-Seq,74,167034192,PRJNA553537,SAMN12237280,64039225,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420806,GSM3933786,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S132,GSM3933786,MCF7,SRP213890
SRR9659998,RNA-Seq,74,128921250,PRJNA553537,SAMN12237277,49665428,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420807,GSM3933787,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S104,GSM3933787,MCF7,SRP213890
SRR9659999,RNA-Seq,74,138057915,PRJNA553537,SAMN12237276,53395017,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420808,GSM3933788,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S105,GSM3933788,MCF7,SRP213890
SRR9660000,RNA-Seq,74,125143381,PRJNA553537,SAMN12237321,48161845,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420809,GSM3933789,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S106,GSM3933789,MCF7,SRP213890
SRR9660001,RNA-Seq,74,114896269,PRJNA553537,SAMN12237320,44351630,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420810,GSM3933790,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S107,GSM3933790,MCF7,SRP213890
SRR9660002,RNA-Seq,74,131392849,PRJNA553537,SAMN12237319,50553358,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420811,GSM3933791,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S108,GSM3933791,MCF7,SRP213890
SRR9660003,RNA-Seq,74,179279207,PRJNA553537,SAMN12237318,69259470,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420812,GSM3933792,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S127,GSM3933792,MCF7,SRP213890
SRR9660004,RNA-Seq,74,107390180,PRJNA553537,SAMN12237317,41652777,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420813,GSM3933793,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S128,GSM3933793,MCF7,SRP213890
SRR9660005,RNA-Seq,74,114125134,PRJNA553537,SAMN12237315,44341375,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420814,GSM3933794,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S129,GSM3933794,MCF7,SRP213890
SRR9660006,RNA-Seq,74,109485093,PRJNA553537,SAMN12237314,42393058,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420815,GSM3933795,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S151,GSM3933795,MCF7,SRP213890
SRR9660007,RNA-Seq,74,73856156,PRJNA553537,SAMN12237313,28798449,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420816,GSM3933796,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S178,GSM3933796,MCF7,SRP213890
SRR9660008,RNA-Seq,74,139697085,PRJNA553537,SAMN12237312,54254717,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420817,GSM3933797,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S179,GSM3933797,MCF7,SRP213890
SRR9660009,RNA-Seq,74,128561933,PRJNA553537,SAMN12237311,49842337,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420818,GSM3933798,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S180,GSM3933798,MCF7,SRP213890
SRR9660010,RNA-Seq,74,97066699,PRJNA553537,SAMN12237310,37552541,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420819,GSM3933799,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S152,GSM3933799,MCF7,SRP213890
SRR9660011,RNA-Seq,74,122265045,PRJNA553537,SAMN12237309,47382999,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420820,GSM3933800,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S153,GSM3933800,MCF7,SRP213890
SRR9660012,RNA-Seq,74,131958597,PRJNA553537,SAMN12237308,50731975,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420821,GSM3933801,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S154,GSM3933801,MCF7,SRP213890
SRR9660013,RNA-Seq,66,472566,PRJNA553537,SAMN12237307,277541,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420822,GSM3933802,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S155,GSM3933802,MCF7,SRP213890
SRR9660014,RNA-Seq,74,95050543,PRJNA553537,SAMN12237306,36791656,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420823,GSM3933803,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S156,GSM3933803,MCF7,SRP213890
SRR9660015,RNA-Seq,73,33585849,PRJNA553537,SAMN12237305,13009950,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420824,GSM3933804,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S175,GSM3933804,MCF7,SRP213890
SRR9660016,RNA-Seq,67,3795,PRJNA553537,SAMN12237304,85360,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420825,GSM3933805,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S176,GSM3933805,MCF7,SRP213890
SRR9660017,RNA-Seq,73,82674242,PRJNA553537,SAMN12237303,31955461,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420826,GSM3933806,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S177,GSM3933806,MCF7,SRP213890
SRR9660018,RNA-Seq,73,25823512,PRJNA553537,SAMN12237302,9978291,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420827,GSM3933807,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S199,GSM3933807,MCF7,SRP213890
SRR9660019,RNA-Seq,74,129697693,PRJNA553537,SAMN12237301,49981726,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420828,GSM3933808,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S226,GSM3933808,MCF7,SRP213890
SRR9660020,RNA-Seq,74,137288117,PRJNA553537,SAMN12237300,52861751,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420829,GSM3933809,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S227,GSM3933809,MCF7,SRP213890
SRR9660021,RNA-Seq,74,155462841,PRJNA553537,SAMN12237299,59685765,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420830,GSM3933810,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S228,GSM3933810,MCF7,SRP213890
SRR9660022,RNA-Seq,73,24519033,PRJNA553537,SAMN12237298,9465950,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420831,GSM3933811,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S200,GSM3933811,MCF7,SRP213890
SRR9660023,RNA-Seq,74,122119236,PRJNA553537,SAMN12237297,47400547,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420832,GSM3933812,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S201,GSM3933812,MCF7,SRP213890
SRR9660024,RNA-Seq,74,120846723,PRJNA553537,SAMN12237452,46612119,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420833,GSM3933813,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S202,GSM3933813,MCF7,SRP213890
SRR9660025,RNA-Seq,74,114745063,PRJNA553537,SAMN12237451,44538086,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420834,GSM3933814,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S203,GSM3933814,MCF7,SRP213890
SRR9660026,RNA-Seq,74,118749030,PRJNA553537,SAMN12237365,45923725,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420835,GSM3933815,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S204,GSM3933815,MCF7,SRP213890
SRR9660027,RNA-Seq,74,132289303,PRJNA553537,SAMN12237364,51001402,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420836,GSM3933816,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S223,GSM3933816,MCF7,SRP213890
SRR9660028,RNA-Seq,74,152231320,PRJNA553537,SAMN12237363,58661441,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420837,GSM3933817,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S224,GSM3933817,MCF7,SRP213890
SRR9660029,RNA-Seq,74,116933428,PRJNA553537,SAMN12237362,45261507,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420838,GSM3933818,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S225,GSM3933818,MCF7,SRP213890
SRR9660030,RNA-Seq,74,106025663,PRJNA553537,SAMN12237360,40943583,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420839,GSM3933819,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S247,GSM3933819,MCF7,SRP213890
SRR9660031,RNA-Seq,74,71317339,PRJNA553537,SAMN12237359,27685300,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420840,GSM3933820,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S274,GSM3933820,MCF7,SRP213890
SRR9660032,RNA-Seq,74,77870489,PRJNA553537,SAMN12237358,30230148,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420841,GSM3933821,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S275,GSM3933821,MCF7,SRP213890
SRR9660033,RNA-Seq,74,131421321,PRJNA553537,SAMN12237356,50451700,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420842,GSM3933822,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S276,GSM3933822,MCF7,SRP213890
SRR9660034,RNA-Seq,74,123942760,PRJNA553537,SAMN12237355,47717718,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420843,GSM3933823,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S248,GSM3933823,MCF7,SRP213890
SRR9660035,RNA-Seq,74,132886812,PRJNA553537,SAMN12237354,51169872,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420844,GSM3933824,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S249,GSM3933824,MCF7,SRP213890
SRR9660036,RNA-Seq,74,125620203,PRJNA553537,SAMN12237353,48277715,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420845,GSM3933825,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S250,GSM3933825,MCF7,SRP213890
SRR9660037,RNA-Seq,74,126690655,PRJNA553537,SAMN12237351,48665302,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420846,GSM3933826,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S251,GSM3933826,MCF7,SRP213890
SRR9660038,RNA-Seq,74,132819580,PRJNA553537,SAMN12237350,51053762,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420847,GSM3933827,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S252,GSM3933827,MCF7,SRP213890
SRR9660039,RNA-Seq,74,107545724,PRJNA553537,SAMN12237348,41713230,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420848,GSM3933828,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S271,GSM3933828,MCF7,SRP213890
SRR9660040,RNA-Seq,74,108719588,PRJNA553537,SAMN12237347,42065401,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420849,GSM3933829,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S272,GSM3933829,MCF7,SRP213890
SRR9660041,RNA-Seq,74,111958675,PRJNA553537,SAMN12237345,43353512,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420850,GSM3933830,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S273,GSM3933830,MCF7,SRP213890
SRR9660042,RNA-Seq,73,46270040,PRJNA553537,SAMN12237484,17679235,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420851,GSM3933831,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S295,GSM3933831,MCF7,SRP213890
SRR9660043,RNA-Seq,74,97279075,PRJNA553537,SAMN12237482,37520477,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420852,GSM3933832,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S322,GSM3933832,MCF7,SRP213890
SRR9660044,RNA-Seq,74,71289242,PRJNA553537,SAMN12237481,27348799,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420853,GSM3933833,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S323,GSM3933833,MCF7,SRP213890
SRR9660045,RNA-Seq,74,46107966,PRJNA553537,SAMN12237479,17732764,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420854,GSM3933834,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S324,GSM3933834,MCF7,SRP213890
SRR9660046,RNA-Seq,74,137376931,PRJNA553537,SAMN12237478,52654451,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420855,GSM3933835,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S296,GSM3933835,MCF7,SRP213890
